zip,premium,claim_freq_avg,claim_freq_peak,loss_ratio_peak,claim_severity_avg,nonrenewal
02632,3114.0,0.0405,0.0604,0.201,13641.0,0.0018
02633,5618.0,0.0442,0.0702,0.208,21024.0,0.0068
02635,4522.0,0.026,0.0342,0.135,19961.0,0.0062
02637,3552.0,0.0534,0.0647,1.161,26211.0,0.0143
02638,3612.0,0.0337,0.0446,0.478,23909.0,0.0112
02639,2685.0,0.0442,0.1013,0.352,9076.0,0.0014
02641,4499.0,0.0263,0.0373,0.179,12755.0,0.0042
02642,3320.0,0.0279,0.0484,0.188,14561.0,0.0045
02643,6180.0,0.0303,0.0462,1.074,40543.0,0.0
02644,2234.0,0.0409,0.0593,0.266,14738.0,0.0045
02645,2998.0,0.0375,0.0778,0.307,15550.0,0.0038
02646,5268.0,0.0424,0.0766,0.148,17140.0,0.0124
02647,11286.0,0.0477,0.0887,0.224,13171.0,0.0
02648,2763.0,0.0422,0.0584,0.305,17022.0,0.0046
02649,3471.0,0.0372,0.0518,0.236,15410.0,0.0043
02650,6531.0,0.0449,0.0722,0.232,15849.0,0.003
02652,4262.0,0.0282,0.0462,0.34,29090.0,0.0088
02653,4736.0,0.0294,0.0482,0.204,20298.0,0.0068
02655,7721.0,0.0348,0.0539,0.134,27605.0,0.0023
02657,4678.0,0.0197,0.0248,0.57,30584.0,0.0374
02659,3575.0,0.0341,0.0714,0.246,10884.0,0.0223
02660,2645.0,0.0321,0.0501,0.399,28685.0,0.0063
02663,3353.0,0.0291,0.0687,0.699,30185.0,0.0778
02664,3006.0,0.0323,0.0457,0.289,11729.0,0.005
02666,5089.0,0.0282,0.0333,0.117,16034.0,0.0035
02667,3952.0,0.0281,0.0373,0.195,14310.0,0.0241
02668,3121.0,0.0498,0.0748,0.379,14189.0,0.0035
02670,4064.0,0.0347,0.0624,0.451,29361.0,0.0044
02671,4130.0,0.0523,0.1039,0.722,17729.0,0.0134
02672,5826.0,0.0143,0.0396,0.019,1470.0,0.0
02673,3063.0,0.0325,0.046,0.274,18109.0,0.0074
02675,2934.0,0.0305,0.045,0.305,14367.0,0.0052
02702,1962.0,0.0411,0.0774,0.431,12539.0,0.0117
02703,1693.0,0.0474,0.0787,0.449,16652.0,0.0101
02715,1755.0,0.027,0.0333,0.322,17168.0,0.0114
02717,1814.0,0.0399,0.0706,0.35,15067.0,0.0137
02718,1668.0,0.037,0.0535,0.724,15735.0,0.0109
02719,2058.0,0.0382,0.063,0.273,11034.0,0.012
02720,1909.0,0.0385,0.0559,0.369,14402.0,0.0091
02721,1814.0,0.0388,0.0597,0.234,9989.0,0.0149
02723,1873.0,0.0429,0.0627,0.407,14194.0,0.0136
02724,2069.0,0.0395,0.0632,1.013,19010.0,0.0069
02725,1677.0,0.0399,0.0514,0.424,9977.0,0.0133
02726,1777.0,0.0333,0.0497,0.26,12206.0,0.0063
02738,3534.0,0.048,0.0912,0.321,19449.0,0.0122
02739,2984.0,0.0339,0.056,0.342,16030.0,0.0055
02740,2053.0,0.0404,0.0617,0.274,10488.0,0.0169
02743,1850.0,0.0446,0.088,0.587,13254.0,0.011
02744,2016.0,0.0348,0.0499,0.234,10798.0,0.0078
02745,1677.0,0.0372,0.0533,0.365,12008.0,0.0123
02746,1875.0,0.0475,0.0651,0.489,11710.0,0.0177
02747,1977.0,0.0422,0.07,0.326,15603.0,0.0097
02748,3209.0,0.0358,0.058,0.302,21498.0,0.007
02760,1839.0,0.0481,0.0681,0.632,16758.0,0.0083
02762,1745.0,0.0423,0.0654,0.573,17861.0,0.0082
02763,1848.0,0.0386,0.0709,0.345,10485.0,0.0047
02764,1795.0,0.043,0.0697,0.776,22388.0,0.0038
02766,1825.0,0.0486,0.0844,0.458,15774.0,0.0071
02767,1856.0,0.0421,0.0651,0.499,18296.0,0.0093
02769,2166.0,0.0448,0.0768,0.405,13554.0,0.0076
02770,2138.0,0.0492,0.1018,0.845,19059.0,0.0115
02771,1852.0,0.0454,0.0761,0.328,10795.0,0.0078
02777,1831.0,0.0376,0.0535,0.408,15670.0,0.0067
02779,1885.0,0.038,0.0472,0.325,11690.0,0.0074
02780,1759.0,0.0406,0.0636,0.409,13554.0,0.011
02790,2305.0,0.0379,0.0675,0.233,14016.0,0.0111
02791,3560.0,0.0199,0.0563,0.065,2791.0,0.0
02804,1789.0,0.0466,0.0602,0.311,8873.0,0.0097
02806,2765.0,0.056,0.0867,0.355,13522.0,0.0093
02807,6857.0,0.0197,0.0354,0.166,26775.0,0.0175
02808,1803.0,0.0343,0.0693,0.757,12568.0,0.0044
02809,2279.0,0.0445,0.0728,0.309,11357.0,0.0116
02812,1988.0,0.0461,0.069,1.12,21828.0,0.0089
02813,2913.0,0.0305,0.0434,0.152,12328.0,0.0081
02814,1956.0,0.0604,0.0767,0.577,16114.0,0.0079
02815,2191.0,0.0247,0.0526,0.78,10129.0,0.0333
02816,1738.0,0.0576,0.0699,0.459,13519.0,0.0115
02817,2162.0,0.064,0.0769,0.506,13381.0,0.008
02818,2960.0,0.063,0.0748,0.444,15858.0,0.0131
02822,2163.0,0.0643,0.097,0.959,15672.0,0.0091
02824,1675.0,0.0499,0.0959,0.504,8018.0,0.0274
02825,2209.0,0.0521,0.0578,0.465,16340.0,0.014
02826,1792.0,0.0598,0.0945,0.417,9229.0,0.0048
02827,2152.0,0.0526,0.0552,0.673,21023.0,0.0071
02828,1947.0,0.0659,0.074,0.523,13684.0,0.0103
02830,1894.0,0.051,0.0605,0.485,15942.0,0.0126
02831,2255.0,0.066,0.0889,0.676,19619.0,0.0123
02832,1787.0,0.0558,0.0816,0.617,11465.0,0.0062
02833,1618.0,0.0552,0.0679,0.606,10186.0,0.0044
02835,4280.0,0.0399,0.0498,0.197,17302.0,0.0054
02837,4581.0,0.0248,0.0489,0.323,15913.0,0.0058
02838,1948.0,0.057,0.0811,0.837,22281.0,0.0206
02839,1792.0,0.0436,0.0511,0.372,12293.0,0.0137
02840,4801.0,0.0404,0.048,0.313,27794.0,0.0067
02842,2823.0,0.0427,0.0645,0.31,16760.0,0.0104
02852,2379.0,0.0515,0.0612,0.86,20893.0,0.0083
02857,2233.0,0.0642,0.0896,0.465,14532.0,0.0148
02858,1751.0,0.0517,0.0682,0.501,12013.0,0.0219
02859,1709.0,0.0498,0.0704,0.666,18623.0,0.0127
02860,2002.0,0.0706,0.1044,0.62,14670.0,0.0224
02861,1641.0,0.0559,0.0723,0.453,12320.0,0.0135
02863,2185.0,0.0635,0.0882,0.904,21066.0,0.0156
02864,1813.0,0.0577,0.0723,0.436,12241.0,0.011
02865,2148.0,0.0681,0.084,0.644,15555.0,0.0077
02871,2722.0,0.0387,0.0512,0.301,15368.0,0.0115
02872,2469.0,0.0181,0.0309,0.202,28441.0,0.0052
02873,1838.0,0.0276,0.0405,0.501,17542.0,0.0135
02874,3068.0,0.0537,0.0665,0.273,14277.0,0.0069
02875,1800.0,0.029,0.0357,0.905,20270.0,0.0145
02876,1945.0,0.0463,0.0877,0.657,11413.0,0.0
02878,2299.0,0.0392,0.0588,0.316,15778.0,0.0136
02879,2685.0,0.0475,0.0765,0.331,13849.0,0.0081
02881,2329.0,0.0514,0.0864,0.329,12885.0,0.0046
02882,3227.0,0.0501,0.0664,0.268,15301.0,0.0063
02885,2090.0,0.0409,0.0598,0.595,19596.0,0.0093
02886,1948.0,0.0571,0.0694,0.444,13117.0,0.014
02888,1865.0,0.0535,0.0706,0.485,13147.0,0.0116
02889,1894.0,0.0603,0.0775,0.505,12023.0,0.016
02891,3041.0,0.0398,0.0492,0.325,18783.0,0.0072
02892,2096.0,0.0679,0.0785,0.348,9664.0,0.0032
02893,1824.0,0.056,0.0735,0.394,12520.0,0.0121
02894,1787.0,0.0478,0.0677,1.468,20212.0,0.0124
02895,1719.0,0.0526,0.0668,0.46,12915.0,0.0121
02896,2000.0,0.0582,0.0727,0.371,11934.0,0.0119
02898,1733.0,0.0465,0.0685,0.566,14221.0,0.0021
02903,2795.0,0.0539,0.0958,0.387,9956.0,0.0055
02904,1844.0,0.0746,0.1066,0.522,12493.0,0.0173
02905,2342.0,0.0715,0.0954,0.528,14985.0,0.0154
02906,3242.0,0.0665,0.0895,0.317,11857.0,0.008
02907,2474.0,0.0753,0.1158,0.925,20203.0,0.0195
02908,2042.0,0.0627,0.0811,0.55,15057.0,0.0189
02909,2164.0,0.0678,0.1098,0.411,12179.0,0.0162
02910,1781.0,0.0626,0.08,0.425,11382.0,0.0149
02911,1759.0,0.0752,0.0927,0.598,12107.0,0.0148
02914,1690.0,0.0562,0.0834,0.453,13566.0,0.019
02915,1744.0,0.0525,0.0686,0.396,12419.0,0.0114
02916,1936.0,0.0547,0.0707,0.489,11463.0,0.0092
02917,1888.0,0.061,0.0708,0.615,13769.0,0.0107
02919,1817.0,0.0813,0.1101,0.752,14295.0,0.0159
02920,1848.0,0.0708,0.0931,0.544,12251.0,0.0135
02921,2298.0,0.075,0.1041,0.734,17763.0,0.0111
03031,1568.0,0.0354,0.0437,0.564,14583.0,0.0084
03032,1543.0,0.0356,0.0558,0.479,12884.0,0.0082
03033,1584.0,0.0279,0.0395,0.855,25247.0,0.008
03034,1481.0,0.0321,0.04,0.471,12448.0,0.0063
03036,1585.0,0.0311,0.0345,0.182,7832.0,0.0062
03037,1450.0,0.0341,0.0485,0.643,16565.0,0.0082
03038,1326.0,0.0392,0.0532,0.535,15636.0,0.007
03042,1295.0,0.0309,0.0571,0.556,19184.0,0.0083
03043,1489.0,0.0194,0.0397,1.315,62151.0,0.0126
03044,1371.0,0.0245,0.0385,0.706,17603.0,0.0142
03045,1229.0,0.0354,0.0423,0.427,14131.0,0.0052
03046,1452.0,0.0282,0.0373,7.066,109925.0,0.0041
03047,1429.0,0.0292,0.0398,0.453,11312.0,0.017
03048,1424.0,0.0296,0.0347,0.306,10546.0,0.0188
03049,1939.0,0.0328,0.0385,0.546,15264.0,0.009
03051,1218.0,0.03,0.0346,0.409,15366.0,0.009
03052,1307.0,0.0327,0.0445,0.65,14268.0,0.0093
03053,1373.0,0.0415,0.0541,0.429,12136.0,0.009
03054,1243.0,0.0367,0.0449,0.513,14495.0,0.0083
03055,1190.0,0.0286,0.0415,0.414,15470.0,0.0103
03057,1546.0,0.0273,0.0433,0.168,7334.0,0.0103
03060,1119.0,0.0298,0.0348,0.709,17415.0,0.009
03062,1211.0,0.0342,0.0383,0.626,17702.0,0.0053
03063,1164.0,0.0359,0.043,0.493,13055.0,0.0044
03064,1249.0,0.0371,0.0408,0.443,12111.0,0.0107
03070,1484.0,0.0334,0.0416,0.73,24731.0,0.0105
03071,1374.0,0.0255,0.0363,0.455,17005.0,0.0078
03076,1495.0,0.0353,0.0516,0.448,15316.0,0.0088
03077,1182.0,0.0275,0.0415,0.41,12991.0,0.0084
03079,1377.0,0.0389,0.0532,0.42,13991.0,0.0085
03082,1501.0,0.0283,0.0316,0.25,8096.0,0.0127
03084,1495.0,0.0251,0.0285,0.338,10107.0,0.0065
03086,1455.0,0.031,0.0405,0.963,22238.0,0.0118
03087,1846.0,0.0448,0.0554,0.472,16523.0,0.0104
03102,1202.0,0.0274,0.0324,0.449,11396.0,0.0094
03103,1144.0,0.0314,0.0399,0.501,14128.0,0.0094
03104,1292.0,0.04,0.0565,0.67,14991.0,0.0081
03106,1199.0,0.0353,0.0403,0.405,11511.0,0.0075
03109,1110.0,0.0287,0.031,0.555,15928.0,0.0042
03110,1759.0,0.0429,0.0622,0.508,15183.0,0.009
03215,2208.0,0.0199,0.0354,0.377,14280.0,0.009
03216,1374.0,0.0235,0.0293,0.653,22434.0,0.0051
03217,1212.0,0.0286,0.048,0.502,9270.0,0.0097
03218,1281.0,0.0187,0.0319,1.8,45534.0,0.012
03220,1174.0,0.0255,0.0295,0.24,7215.0,0.014
03221,1489.0,0.0217,0.0292,0.517,17099.0,0.0162
03222,1240.0,0.0296,0.0386,0.459,11089.0,0.0096
03223,1252.0,0.0298,0.0503,1.012,24956.0,0.0045
03224,1376.0,0.0248,0.0545,0.606,18850.0,0.0046
03225,1219.0,0.0319,0.0516,0.543,13834.0,0.0117
03226,2079.0,0.0358,0.0411,0.938,20988.0,0.0043
03227,1810.0,0.0336,0.0471,0.375,14011.0,0.0022
03229,1639.0,0.0275,0.0321,0.464,20535.0,0.0094
03230,1264.0,0.0188,0.0272,0.119,4692.0,0.0054
03233,2459.0,0.0484,0.0893,0.102,1768.0,0.0
03234,1248.0,0.0249,0.0435,0.185,6887.0,0.0084
03235,1138.0,0.0241,0.0303,0.43,12865.0,0.0089
03237,1151.0,0.0301,0.0517,0.769,14270.0,0.006
03240,1206.0,0.0213,0.0383,1.429,31721.0,0.0118
03241,1442.0,0.0213,0.0265,0.553,15986.0,0.0041
03242,1379.0,0.0233,0.0311,0.285,12574.0,0.0095
03243,1261.0,0.0167,0.0317,0.3,16653.0,0.0101
03244,1210.0,0.0289,0.041,0.378,13513.0,0.0056
03245,1915.0,0.0424,0.0567,0.72,15048.0,0.0076
03246,1209.0,0.0328,0.0392,0.702,18406.0,0.006
03249,1431.0,0.0418,0.0583,0.486,14243.0,0.008
03251,1392.0,0.0376,0.0667,0.919,15262.0,0.0059
03253,1501.0,0.0367,0.046,0.266,9084.0,0.0045
03254,1784.0,0.0363,0.0412,0.692,18302.0,0.0059
03255,1604.0,0.0345,0.0418,0.538,10647.0,0.0072
03256,1265.0,0.0366,0.0622,0.388,7518.0,0.0082
03257,1832.0,0.0384,0.0491,0.396,15118.0,0.0049
03258,1450.0,0.022,0.0274,0.589,14529.0,0.0118
03259,1639.0,0.0235,0.0403,0.334,10221.0,0.0134
03260,1553.0,0.0238,0.0332,0.28,13094.0,0.0108
03261,1341.0,0.0295,0.0427,0.544,23093.0,0.0096
03262,1129.0,0.023,0.0632,0.393,9730.0,0.0106
03263,1323.0,0.0272,0.0349,0.857,29273.0,0.0099
03264,1235.0,0.0301,0.0438,0.472,15389.0,0.0039
03266,1272.0,0.0366,0.0763,2.114,14263.0,0.0095
03268,1324.0,0.036,0.0744,1.199,37344.0,0.0056
03269,1423.0,0.0253,0.0282,0.523,20260.0,0.0077
03273,1466.0,0.0278,0.036,0.314,11595.0,0.018
03275,1241.0,0.0353,0.0415,0.547,15152.0,0.0066
03276,1232.0,0.0265,0.0297,0.73,22279.0,0.0098
03278,1415.0,0.0287,0.0536,0.404,13995.0,0.0089
03279,1191.0,0.0344,0.0495,0.502,11012.0,0.0
03280,1209.0,0.0229,0.0321,0.783,18419.0,0.0049
03281,1355.0,0.0252,0.0328,0.512,13156.0,0.0051
03282,1394.0,0.0345,0.0449,1.437,40018.0,0.0117
03284,1503.0,0.0338,0.0447,0.233,6659.0,0.0085
03285,1244.0,0.0233,0.0309,0.238,9279.0,0.0103
03287,1781.0,0.0406,0.0664,0.872,18042.0,0.0095
03290,1391.0,0.026,0.0397,0.773,24541.0,0.0081
03293,1278.0,0.0644,0.1091,0.799,7282.0,0.0
03301,1234.0,0.0304,0.038,0.547,12759.0,0.0066
03303,1161.0,0.0289,0.0317,0.463,13836.0,0.0053
03304,1478.0,0.0336,0.039,0.806,15076.0,0.0059
03307,1278.0,0.0236,0.0338,0.361,12056.0,0.0092
03431,1195.0,0.0335,0.0481,0.633,15183.0,0.0082
03440,1214.0,0.0275,0.0372,0.434,13956.0,0.006
03441,1273.0,0.0235,0.0357,0.273,4320.0,0.0
03442,1222.0,0.0281,0.0438,0.304,6893.0,0.0138
03443,1558.0,0.0269,0.0302,0.143,6175.0,0.0
03444,2047.0,0.0311,0.049,0.98,19308.0,0.0
03445,1412.0,0.0207,0.0556,0.176,2298.0,0.0
03446,1260.0,0.0472,0.1113,1.376,16164.0,0.0113
03447,1208.0,0.0269,0.036,0.765,18994.0,0.0085
03448,1336.0,0.0247,0.0449,0.1,4651.0,0.0203
03449,1637.0,0.0318,0.051,0.194,7029.0,0.0113
03450,1509.0,0.0307,0.0533,0.818,13860.0,0.0087
03451,1163.0,0.0259,0.0311,0.964,18094.0,0.011
03452,1359.0,0.0276,0.034,0.656,16509.0,0.007
03455,1510.0,0.0295,0.0487,0.15,10456.0,0.0079
03456,1390.0,0.0159,0.0259,0.089,6240.0,0.0206
03457,1699.0,0.0313,0.0398,0.254,8853.0,0.0093
03458,1488.0,0.0295,0.0424,0.46,15315.0,0.0048
03461,1268.0,0.0248,0.0337,0.773,20806.0,0.0163
03462,1568.0,0.0366,0.048,0.701,15863.0,0.0041
03464,1188.0,0.0286,0.0491,0.599,11444.0,0.0116
03465,1224.0,0.0299,0.047,0.632,20336.0,0.0079
03466,1416.0,0.0287,0.0486,0.368,10500.0,0.003
03467,1488.0,0.0226,0.0328,1.436,24571.0,0.0087
03470,1276.0,0.0361,0.0618,0.642,18995.0,0.0067
03561,1094.0,0.0303,0.0426,0.264,7962.0,0.0074
03570,980.0,0.0295,0.0384,0.767,15239.0,0.0105
03574,1229.0,0.029,0.0483,0.852,19424.0,0.0061
03576,1109.0,0.0224,0.0381,0.918,16857.0,0.0078
03579,1087.0,0.0093,0.0235,0.838,20260.0,0.0189
03580,1574.0,0.0251,0.0451,0.251,10914.0,0.0098
03581,1050.0,0.0223,0.0289,0.36,12589.0,0.014
03582,1074.0,0.021,0.028,0.311,10034.0,0.0157
03583,1296.0,0.0388,0.0499,1.399,30862.0,0.0088
03584,1148.0,0.0269,0.0403,0.271,8422.0,0.0039
03585,1283.0,0.0229,0.0408,0.207,5735.0,0.0114
03586,1740.0,0.0234,0.0442,1.88,15725.0,0.0
03588,1045.0,0.0255,0.0328,0.782,12686.0,0.005
03590,1128.0,0.0147,0.0308,0.405,12079.0,0.0162
03592,1083.0,0.0186,0.0315,0.387,10295.0,0.0066
03593,1452.0,0.0263,0.0438,0.393,13000.0,0.0063
03595,1154.0,0.0247,0.0398,0.211,5604.0,0.005
03597,889.0,0.0272,0.036,1.137,10165.0,0.0
03598,1217.0,0.0347,0.0433,0.94,13731.0,0.0113
03601,1364.0,0.0151,0.0272,0.207,8155.0,0.0276
03602,1409.0,0.026,0.0335,0.541,18599.0,0.0136
03603,1223.0,0.0298,0.0344,0.816,19585.0,0.0161
03605,1308.0,0.0193,0.0301,0.395,16246.0,0.0182
03607,1400.0,0.0305,0.058,2.905,58690.0,0.026
03608,1658.0,0.0328,0.0486,0.477,19508.0,0.0088
03609,1295.0,0.0338,0.0611,4.692,81592.0,0.0071
03740,1118.0,0.0234,0.0475,1.328,16472.0,0.0123
03741,1223.0,0.0244,0.0325,0.614,15793.0,0.0054
03743,1184.0,0.0322,0.0405,0.521,15814.0,0.0114
03745,1559.0,0.0273,0.0465,0.562,26072.0,0.005
03748,1243.0,0.0274,0.0353,0.367,12211.0,0.0091
03750,2423.0,0.036,0.0598,0.752,17153.0,0.004
03751,1500.0,0.0407,0.1,0.707,18378.0,0.0128
03752,1229.0,0.0289,0.0485,0.257,6049.0,0.0084
03753,1488.0,0.0331,0.0473,0.325,11635.0,0.0061
03755,1967.0,0.0411,0.0498,0.394,14107.0,0.0088
03765,1315.0,0.0269,0.0351,0.72,23181.0,0.0061
03766,1244.0,0.026,0.0317,0.2,8344.0,0.013
03768,2146.0,0.035,0.0442,0.752,15759.0,0.0072
03770,1685.0,0.0177,0.0263,0.048,4312.0,0.0
03771,1072.0,0.0097,0.0194,0.826,38878.0,0.0095
03773,1297.0,0.0286,0.0353,0.611,15842.0,0.0107
03774,1038.0,0.0229,0.0289,1.266,26139.0,0.0024
03777,1646.0,0.0269,0.0362,0.17,7917.0,0.0066
03779,1501.0,0.0271,0.0441,0.203,5061.0,0.0
03780,1143.0,0.0099,0.038,0.234,3325.0,0.0
03781,1473.0,0.0262,0.0433,0.471,10227.0,0.0043
03782,1850.0,0.0341,0.0401,0.568,18721.0,0.0125
03784,1134.0,0.03,0.0414,0.978,15770.0,0.0018
03785,1121.0,0.0328,0.0476,1.101,19235.0,0.0024
03801,1518.0,0.0356,0.0429,0.522,15206.0,0.0065
03809,1576.0,0.0322,0.0372,0.523,14927.0,0.0097
03810,1451.0,0.0283,0.0391,0.589,17955.0,0.0069
03811,1628.0,0.0376,0.0449,0.395,15262.0,0.0099
03812,1380.0,0.0351,0.0689,0.484,16902.0,0.003
03813,1336.0,0.0344,0.0626,0.67,16116.0,0.0065
03814,1182.0,0.037,0.0583,1.28,17444.0,0.0144
03816,1434.0,0.0207,0.0311,0.731,15387.0,0.006
03817,1769.0,0.0317,0.0516,0.186,7549.0,0.0136
03818,1231.0,0.0358,0.0489,1.298,26653.0,0.0082
03819,1428.0,0.0294,0.0339,0.869,22896.0,0.0131
03820,1257.0,0.0392,0.0452,0.595,13648.0,0.01
03823,1598.0,0.0489,0.0652,0.401,8845.0,0.0056
03824,1543.0,0.0428,0.0576,0.283,8888.0,0.0057
03825,1349.0,0.0275,0.0309,0.293,12780.0,0.0045
03826,1492.0,0.0297,0.0411,0.689,18505.0,0.0065
03827,1673.0,0.0375,0.041,0.409,11848.0,0.0052
03830,1205.0,0.0299,0.0549,0.419,12021.0,0.0124
03832,1973.0,0.0181,0.042,1.074,32839.0,0.008
03833,1460.0,0.0367,0.0421,0.566,19789.0,0.0077
03835,1179.0,0.027,0.0357,0.597,12265.0,0.0104
03836,1325.0,0.0275,0.0383,0.331,13210.0,0.0102
03837,1187.0,0.0201,0.032,0.394,10192.0,0.0046
03838,1424.0,0.0321,0.0514,1.347,47053.0,0.0078
03839,1112.0,0.0231,0.0276,0.283,9371.0,0.0091
03840,1696.0,0.0416,0.049,0.57,10475.0,0.0058
03841,1562.0,0.0408,0.052,0.604,13900.0,0.0098
03842,1362.0,0.0376,0.0451,0.482,13042.0,0.0053
03844,2049.0,0.0465,0.0588,0.459,12798.0,0.0069
03845,1246.0,0.0362,0.073,0.562,7381.0,0.0133
03846,1832.0,0.0297,0.0429,0.659,19974.0,0.0041
03848,1467.0,0.0254,0.0337,0.569,17535.0,0.0142
03849,1303.0,0.0384,0.0538,0.989,21107.0,0.0072
03850,2080.0,0.0356,0.0602,0.414,14780.0,0.0075
03851,1160.0,0.0361,0.0489,0.854,22440.0,0.0159
03852,1398.0,0.0409,0.0687,0.523,9891.0,0.0077
03853,2103.0,0.0289,0.041,0.241,9956.0,0.0033
03854,2630.0,0.0481,0.059,0.323,11916.0,0.0035
03855,1394.0,0.0242,0.046,0.837,16957.0,0.0176
03856,1749.0,0.0322,0.0488,0.18,7068.0,0.0132
03857,1278.0,0.026,0.0416,0.486,10219.0,0.0063
03858,1438.0,0.0339,0.0455,0.589,18558.0,0.0108
03860,1323.0,0.0339,0.0419,0.89,23071.0,0.0062
03861,1386.0,0.0343,0.0509,1.225,16999.0,0.01
03862,2219.0,0.0436,0.0508,1.423,29892.0,0.0056
03864,1424.0,0.0163,0.0256,0.456,16439.0,0.0107
03865,1460.0,0.0348,0.044,0.423,15585.0,0.0123
03867,1087.0,0.0306,0.0377,0.322,10433.0,0.0078
03868,1004.0,0.0368,0.0597,0.457,7335.0,0.01
03869,1387.0,0.0293,0.0431,0.519,13931.0,0.0019
03870,2208.0,0.0347,0.0415,0.306,17587.0,0.0066
03871,5446.0,0.0384,0.0874,0.587,14802.0,0.0
03872,1352.0,0.0278,0.0329,0.259,11251.0,0.0077
03873,1412.0,0.0345,0.0401,0.707,19494.0,0.0101
03874,1367.0,0.0357,0.0493,0.673,17979.0,0.0071
03875,1390.0,0.0224,0.0305,0.224,12850.0,0.0108
03878,1148.0,0.0274,0.0302,0.48,12625.0,0.0089
03882,1276.0,0.0273,0.0402,0.6,8919.0,0.0106
03883,1278.0,0.026,0.0566,0.71,6589.0,0.0
03884,1364.0,0.0308,0.0591,0.543,15271.0,0.0104
03885,1814.0,0.0412,0.0462,0.666,16612.0,0.0072
03886,1312.0,0.0259,0.033,0.462,17819.0,0.0083
03887,1245.0,0.0237,0.037,0.7,18624.0,0.0065
03890,1151.0,0.0311,0.0424,0.5,8026.0,0.0108
03894,1744.0,0.031,0.0437,0.345,15811.0,0.0066
03901,1108.0,0.0266,0.0291,0.73,13879.0,0.0055
03902,1857.0,0.036,0.043,0.514,13589.0,0.0036
03903,1334.0,0.0307,0.0359,0.282,8803.0,0.0061
03904,1249.0,0.0347,0.0433,0.497,8678.0,0.0019
03905,1670.0,0.038,0.0486,0.355,10393.0,0.0031
03906,1144.0,0.0337,0.0524,3.829,42782.0,0.0057
03907,1763.0,0.036,0.055,0.544,13608.0,0.0063
03908,1261.0,0.0386,0.0567,0.574,15743.0,0.0073
03909,1474.0,0.0405,0.0557,0.363,11727.0,0.0068
03910,1303.0,0.0243,0.0343,0.683,21722.0,0.0078
03911,3406.0,0.0668,0.0917,0.785,11498.0,0.0213
04001,1192.0,0.0327,0.0494,0.515,13310.0,0.003
04002,1068.0,0.0479,0.1008,1.388,14663.0,0.0034
04003,1958.0,0.0405,0.0671,0.215,5837.0,0.0055
04005,1125.0,0.0354,0.0388,0.453,10509.0,0.0039
04006,3229.0,0.066,0.125,0.444,14005.0,0.0
04008,1091.0,0.0333,0.0566,0.846,10821.0,0.007
04009,1239.0,0.0296,0.035,0.789,19097.0,0.0052
04010,1217.0,0.0264,0.0359,0.606,21943.0,0.0101
04011,1170.0,0.03,0.045,0.585,11674.0,0.0078
04015,1204.0,0.03,0.043,0.433,7123.0,0.0117
04017,2028.0,0.0097,0.0184,0.047,8686.0,0.0092
04020,1193.0,0.0191,0.0314,0.266,7990.0,0.0
04021,1458.0,0.0338,0.0397,0.483,15406.0,0.0045
04022,1430.0,0.0246,0.0428,0.943,34958.0,0.0125
04024,1099.0,0.0305,0.0649,8.634,42597.0,0.0
04027,1117.0,0.0281,0.033,0.253,8695.0,0.005
04029,1222.0,0.0289,0.0314,0.796,18250.0,0.0065
04030,1020.0,0.0304,0.0363,0.91,12117.0,0.0063
04032,1505.0,0.0381,0.0512,0.566,16089.0,0.0051
04037,1218.0,0.0322,0.0568,1.617,28302.0,0.0069
04038,1092.0,0.0271,0.0292,0.283,11446.0,0.0058
04039,1097.0,0.029,0.0404,0.445,9614.0,0.0074
04040,1375.0,0.0309,0.0364,0.618,17917.0,0.0073
04041,1136.0,0.0177,0.0205,0.145,6530.0,0.011
04042,1104.0,0.03,0.0524,0.772,20607.0,0.0018
04043,1494.0,0.046,0.0568,0.542,14002.0,0.0059
04046,1666.0,0.0376,0.047,0.358,11767.0,0.0067
04047,1231.0,0.0232,0.0321,1.717,32025.0,0.0054
04048,1079.0,0.027,0.0568,1.3,10773.0,0.0056
04049,1128.0,0.0318,0.0605,2.121,29514.0,0.0084
04050,1542.0,0.01,0.019,0.063,7085.0,0.0
04051,1540.0,0.0316,0.0431,0.413,10855.0,0.0067
04055,1237.0,0.028,0.0361,0.51,18958.0,0.0065
04056,1165.0,0.0204,0.0323,2.345,31369.0,0.0
04061,1030.0,0.0326,0.0357,0.661,12279.0,0.0023
04062,1059.0,0.0298,0.0319,0.493,14887.0,0.0038
04063,1449.0,0.0304,0.0659,1.002,14550.0,0.011
04064,1044.0,0.0323,0.039,0.444,12876.0,0.0059
04066,1890.0,0.0346,0.0545,0.592,20208.0,0.0
04068,1265.0,0.02,0.0296,0.437,11938.0,0.005
04069,1397.0,0.0272,0.0421,0.383,13423.0,0.0049
04071,1292.0,0.0302,0.0379,0.588,19250.0,0.0033
04072,1083.0,0.0325,0.0404,0.375,11180.0,0.005
04073,978.0,0.0365,0.0581,0.73,14548.0,0.006
04074,1375.0,0.0393,0.0414,0.344,11150.0,0.0042
04076,1098.0,0.0275,0.0463,0.827,16419.0,0.004
04079,1745.0,0.0315,0.0459,0.401,13119.0,0.0043
04083,1026.0,0.0319,0.046,1.314,21390.0,0.0078
04084,1102.0,0.031,0.0481,0.497,15250.0,0.0095
04085,1078.0,0.0345,0.0492,0.99,9491.0,0.0109
